trial,query_id,variant,repeat,status,parse_status,span_count,invalid_span_count,preprocess_s,generate_s,decode_parse_s,wall_s,input_tokens,output_tokens,hit_output_limit,peak_allocated_gib,peak_reserved_gib,error
39,bench,0,2,error,,,,,,,0.0007912982255220413,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
40,bench,1,2,error,,,,,,,0.0007759090512990952,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
41,closeup,0,2,error,,,,,,,0.000791728962212801,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
42,closeup,1,2,error,,,,,,,0.0007770061492919922,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
43,dunk,0,2,error,,,,,,,0.0007613059133291245,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
44,dunk,1,2,error,,,,,,,0.0009645642712712288,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
45,football,0,2,error,,,,,,,0.0008411598391830921,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
46,football,1,2,error,,,,,,,0.0007716058753430843,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
47,swimming,0,2,error,,,,,,,0.0008045146241784096,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
48,swimming,1,2,error,,,,,,,0.0008596577681601048,,,,16.330106735229492,16.357421875,KeyError: 'video_fps'
